id	text	misogynous	misogyny_category	target
638	@patriziaandreoz A meno che tu non sia tettona...in quel caso verificano lo stesso che non si sa mai ?	1	stereotype	active
639	@francifialdini Figa di legno. ?	1	discredit	active
640	Bellissima culona https://t.co/rzt2Px84a5	1	stereotype	active
641	@nounnoun3 Fantastica per fare un dispetto alla tua figa ti inculerei 24 ore su 24	1	sexual_harassment	active
642	@_kasht_ Io mangio il culo a tua madre e poi prendo a schiaffi il cornuto di tuo padre e stupro tua sorella	1	sexual_harassment	active
643	@sadape54 @LaStampa Eh quando c'era lui a dare della culona le cose andavamo meglio.	1	stereotype	passive
644	? lorella tettona gran porca ninfomane di livorno.. ► adoro chattare qui https://t.co/jlzvDj1HDj	1	stereotype	active
645	@moglieitaliana Cazzo che gran pompinara..... gli piace proprio il cazzo....	1	stereotype	active
646	Bella tettona https://t.co/ls1o4h8ogX	1	stereotype	active
647	Amore mio ti sborro sulle tette https://t.co/V853PJsWT5	1	sexual_harassment	active
648	RT @beatrisallgdr: ehi tettona https://t.co/zvaf17Ls84	1	stereotype	active
649	@chupamamiiii che pezzo di fica sei tettona e splendido culo	1	stereotype	active
650	@roby90Pd @luinonsospetta Minimo ti stupro il culo!	1	sexual_harassment	active
651	Che vogli di infilartelo nella figa mentre lui ti incula https://t.co/tvohx0UUzU	1	sexual_harassment	active
652	@CatFetish_74 @Cam4_IT @Cam4 @Cam4_ES @Cam4_UK @Cam4_DE @Cam4_FR @Cam4Retweet @Cam4Ladies @Cam4PromoRT Che bella pompinara!	1	sexual_harassment	active
653	Austin si avvicina,tutti pronti a tifare Marquez e a sostenere quella pompinara di sua mamma.#marquezuomodimerda	1	discredit	active
654	E mentre ti tocchi te lo sbatto tutto in culo... https://t.co/SCasBX0uUn	1	sexual_harassment	active
655	@JessicaBella93 ciao Jessica una buona sera 6 molto figa e sexy se vuoi ti metto io il dito nel culo e poi ti sfonderei la fica un bacio ?	1	sexual_harassment	active
656	@BhadBhabie puttanona	1	discredit	active
657	Lei adora il sesso in macchina. Mia moglie è una gran troia tettona naturale.Per conoscerla &gt;&gt; https://t.co/WjXiHPXhWr https://t.co/v6xQQYJxZ7	1	discredit	active
658	@Realarrow16 Bella questa sexy novità Mi ricorda i fumetti di Valentina, un altra tettona e con i peli al punto giusto.	1	stereotype	active
659	Meglio un gran pompino da una bella tettona o una gran scopata con una porca dalle tette piccole?	1	stereotype	passive
660	@lercionotizie Per me si addormentata anche la pompinara ?	1	discredit	active
661	@tuttotuo63 tutto da cavalcare quel bel culone x ore e ore e ore	1	sexual_harassment	active
662	È ormai palese che questa cosa mi sta sfuggendo di mano e tra 2 giorni diventerò il classico puttanone da IG. Ciao mamma defollowami. https://t.co/8FjOJRoekr	1	discredit	active
663	@gual89 @passony_ Però è ESCO A FARE IL PUTTANONE per cortesia ?	1	discredit	active
664	@luixleielui @woody_wild @AdultBrazil @sexsoundd @AssStar_0_ @janklaar2 @Whitelover69 @TheDreamMan4 @DeelishDevil @Jazzy_G1993 @LopezBritne @sirfira2 @babes_anal @AGENCYmodelOS @sexx_freak @Vdsxx1 Fai un fischio, sai quanti ne trovi qui dentro, io ci sono	1	sexual_harassment	active
665	@gual89 puttanone (x5)	1	discredit	active
666	@gual89 @enricovestri Vabbè puttanone o troia se non è zuppa è pan bagnato	1	discredit	passive
667	RT @mattrw_: @gual89 ESCO A FARE IL PUTTANONE (X5)	1	discredit	active
668	@danilosantini65 @iosonokarma @a_meluzzi @MonycaMarini @Storace @sarettaa7 @matteosalvinimi @GiorgiaMeloni @TerryEmpyre @pbecchi @pantera2318 Sta zozza pompinara da 4 sordi	1	discredit	active
669	Te pareva che questa non ci portava ad Upper Eastside.. Figa di Legno #LittleBigItaly	1	discredit	active
670	@francescatotolo @SoniaGrotto @seawatchcrew @SOSMedItalia @SeaEye_It Le ong lo prendano in culo col ✊️?e sodali della pompinara Bonino ?	1	discredit	active
671	mi spiegate perché quella con la faccia da troia fa 200 storie su Instagram che durano un’eternità per dire come è bella la sua vita? e poi quale vita? sta sempre su Instagram mica vive!	1	discredit	active
672	@tuttotuo63 Fantastica tettona....	1	stereotype	active
673	@1111scihl mmmm che stupende tette da puttanone  sei stupenda ?????	1	stereotype	active
674	@LunaDarkHot Grazie milleLe tue tettone e il tuo bel culo me lo sto immaginando qui davanti a me ??????	1	stereotype	active
675	@Dankan2017 @mariangela681 mariangela681 ti scoperei volentieri tutta bella troiona	1	sexual_harassment	active
676	ti scopo il culo troia https://t.co/szufTqdMvI	1	sexual_harassment	active
677	[@giuliettaxxx84] @pincopa64726661 ha scritto: @giuliettaxxx84 troia vieni a leccare la figa della mia amica, una lurida vacca come te https://t.co/E2jhXS1Ftj	1	sexual_harassment	active
678	JJ prima mi si accozza sulle gambe e poi se mi sposto sbuffa.SCUSA SE NON POSSO PARALIZZARMI LE GAMBE PERCHÉ TU SEI CULONA	1	stereotype	active
679	@AlbertoD1998 E tua mamma è una puttana succhiacazzi	1	discredit	active
680	@Giuliettaxxx84 lo sai che sei una porca e mi piace che tutti lo sappiano, per inciso vorrei leccare ogni goccia che esce da quella figa https://t.co/M0A0qj0oFF	1	sexual_harassment	active
681	@Irenemendesarmy @shawnsbarb @ShawnMendes pensavo fossi tu la pompinara	1	discredit	active
682	@Giuliettaxxx84 Sborra lurida troia https://t.co/kGsDEnGFp0	1	sexual_harassment	active
683	@Giuliettaxxx84 Non ho pubblicato niente stupida troia che cazzo vuoi	1	dominance	active
684	@Giuliettaxxx84 Troia lurida solo cazzi in culo per te https://t.co/60E8b82zQx	1	sexual_harassment	active
685	@EroticaMonica Bella tettona! Ci piacciono sempre, mica solo in notturna! Molto sexy	1	stereotype	active
686	@tinapica88 Bella tettona	1	stereotype	active
687	@AnnieslutXXX Che bella troia che sei	1	discredit	active
688	@GILDA31395269 Io se fossi tuo marito mi farei rizzare il mio di cazzo e mi farei Segare con le tue mani ?❤che splendida troia che sei ??	1	sexual_harassment	active
689	@1111scihl Se vieni in privato ti sbatto il pisello in faccia troiona cn laltr avolta	1	sexual_harassment	active
690	Buon lunedì a tutti.....Oggi vorrei qualche tettona......mmm mmm... https://t.co/gwLY1sWsZB	1	stereotype	passive
691	@SexyConsolata Wowwwww,comincerei a leccarti la figa e poi ti sfonderei la figa e ano mmmmmm	1	sexual_harassment	active
692	Sposa ed amante impareggiabile del povero marito Paolo, verrà oltraggiata dopo lo scherzo del Sassaroli.. diventando da amata a troia e puttanona.. :-) Unica e sola.. &lt;3 #amicimiei #adelina #paolo #sassaroli https://t.co/PFhwotyPcp	1	discredit	active
693	Che troia che sei guarda come ti sto facendo venire davanti a tuo marito https://t.co/N0PrvjGJv3	1	sexual_harassment	active
694	@isabella27gin è un si?  ti piace se ti lecco il buchetto e ti sborro dentro,  scrivimelo dai che sono già duro tesoro!!!!! mmmmmm	1	sexual_harassment	active
695	@SaFeDeca @_Carabinieri_ @AIDSHealthcare @prxtna QUEL PUTTANONE C'HA L'AIDS	1	discredit	active
696	@Fra0283 meglio l'orecchino che leccare la figa ad una baldracca minorenne ! #berlusconi #salvini	1	discredit	passive
697	@lapinella se vince l'oca tettona, vincerà l'ignoranza e la stupidità	1	stereotype	active
698	@Zitacida Che bello scoprire che non solo io vivo con delle schifose di prima categoria. Anche il nostro microonde è sempre sporco e lo devo pulire io che neanche lo uso. Dentro le più grandi esplosioni nucleari di cibo e loro niente	1	discredit	active
699	@tuttotuo63 Sei propio um puttanone mmm	1	discredit	active
700	@Sisonsen lo vuoi un consiglio impiccati al cesso del #PD di #renzi BESTIA DI UNA MERDACCIA EBREA SCHIFOSA	1	dominance	active
701	RT @carla_milf: Gianna milf tettona campanahttps://t.co/Mjx1STHeim https://t.co/CFo0jRG3kl	1	stereotype	active
702	@BerniniAM @forza_italia @luigidimaio @Fi_Pdl_Senato @FI_lazio @berlusconi @Elezioni2018_FI @LiciaRonzulli @galeazzobignami @LucioMalan @FI_Online_ @FI_Europa Volgarità? insulti? Ti sei scordata il baciamano a Gheddafi? La nipote di Mubarak? il Bunga Bung	1	stereotype	active
703	PUTTANA DEFICIENTE IO TI BLOCCOOOO PUTTANA NON HAI IDEA ORA METTO IL TUO SEI PROPRIO UNA LURIDAAAAAAQ https://t.co/wagJjuf1Ac	1	dominance	active
704	@jikunorasen puttana, troia, bagascia, zoccola, baldracca, mignotta, battona, poi mi perdo anche io	1	discredit	active
705	Jennifer Lopez dal Bronx. Santa protettrice dei treni n6 e di pitbull.Fammi una grazia, un regalo, un piccolo cadó, FAMMI USCIRE IL DISCO SPANGLISH RIVEDUTO E CORRETTO ENTRO IL 25 GIUGNO COSÌ CHE POSSA FARE IL PUTTANONE LATINO A MILANO ALMENO UNA VOLTA! solo questo ti chiedo.	1	discredit	active
706	@Oana63594591 Puttana succhia cazzi te tua madre e tua sorella quella grandissima puttana	1	discredit	active
707	@La_zeppola Oltretutto mi ha detto che nel letto mangiavano ad ogni ora takeaway super unti e puzzolenti, ma io ti brucio il letto schifosa	1	sexual_harassment	active
708	@La_Connie_ - Culona"- libri antichi con della Francia- Parigi- Case esteticamente perfette - Jenny Packham"	1	stereotype	passive
709	Che bellissima signora culona vogliosa  https://t.co/T4TTVolll9	1	stereotype	active
710	@Brisa713 @dolcinoincam buona sera amore mio ti inculo tutta	1	sexual_harassment	active
711	@La_Connie_ - Nina per terra in tutti i posti che vuoi ❤️- Culona- La collezione di followers matte- Il lampadario del tuo salotto- Cappuccino, rigorosamente con latte Granarolo!	1	stereotype	active
712	@amandawright31 bella tettona	1	stereotype	active
713	@Iosonosemprequa @Lion18290125 Così tettona che in ogni foto le tette sono diverse ???	1	stereotype	active
714	Ma sono All'Expo?! E la Cipriani urla, urla, urla...CAZZO URLI?! NON SEI ALLO STADIO, CULONA! Non la reggo piú... si capiva?! ? #isola	1	stereotype	active
715	Quindi spero resti jonathan e la culona esca a razzo!!!!!!! https://t.co/jy0G1Y1K83	1	stereotype	active
716	@La_Connie_ -La lettera della Nina a babbo Natale (lo scheiboll)-Un bell’ unboxing insieme-Granarolo-Flavio che non si chiama Flavio -La Nina che dice Culona	1	stereotype	active
717	@La_Connie_ Nina che dice culona"I fiori del giovedì (che scrivo in italiano perché il francese proprio non lo so)ParigiMontagne di soldi spesi in AesopIl vintage"	1	stereotype	active
718	E la mia speranza si é realuzzata! Fuori il predicatore! Ora peró spegnete la culona. Grazie #isola	1	stereotype	active
719	mia mamma che vede la pubblicità di elettra lamborghini:” ma che culone che ha”buongiorno fiorellino	1	stereotype	active
720	Eravigliose labbra da pompinara https://t.co/TBrUqecFUt	1	discredit	active
721	@LaskaJuventus @jolandafiore beh...se lo fai col sorriso, è satira. Quindi fa ridere. Quindi si, seguendo il ragionamento della cosciona tettona che parla anche di sport (ndr = è satira, quindi posso dire tutto)	1	stereotype	active
722	Dopo mezza frase ero già la sua puttanona https://t.co/bMRivVqKtG	1	discredit	active
723	@Lion18290125 Sei proprio un bel puttanone	1	discredit	active
724	RT @Ennio68: @Giuliettaxxx84 puttana ti sborro in faccia https://t.co/p3O2a1z15B	1	sexual_harassment	active
725	Io ti inculerei piuttosto di sputarti https://t.co/lw6ol71bEW	1	sexual_harassment	active
726	Ed ecco quello che ti piace di più farti inculare come una cagna @Giuliettaxxx84 dai troia c'è posto anche per il mio cazzo https://t.co/EcNLXHf6Bd	1	sexual_harassment	active
727	@Giuliettaxxx84 Bellissima puttanella pompinara, magari fosse mio quel cazzo	1	sexual_harassment	active
728	Modalità puttanone improvvisamente	1	discredit	active
729	@MoniqueCovetXXX @maopics @BoobsHD @sebapalmaok @redbullAustria @tirol @lienz bella tettona	1	stereotype	active
730	a me fa vomitare come te , ma ti sei vista ??? fai la baldracca di professione troia puttana https://t.co/BCLqRIfsM9	1	discredit	active
731	@LADYLAMILF Che bel culone https://t.co/LzUWX5nykp	1	stereotype	active
732	@1111scihl Troia io ti spermo in gola	1	sexual_harassment	active
733	Salgo tutta tranquilla perché pensavo che fosse nel vagone accanto e ne giro pe andanalle scale e me la ritrovo davantj e ce guardiamo ma diocane muori puttana	1	dominance	active
734	@greco19ema Perché ha capito che sei una cagna ?	1	discredit	active
735	@ValterRimini @gjscco L'aria che non cambia un caxxo. Se state sempre dalla stessa parte mi sa che l'Italia non conterà mai nulla. Saremo sempre e solo.lo zerbino di Europa e subiremo il gerontofilo e la culona.	1	stereotype	active
736	@barbara75ferre Aiutami a trovare una tettona volenterosa ?	1	stereotype	active
737	@GILDA31395269 ti scoperei volentieri nella doccia mentre tengo quelle tettone meravigliose in mano	1	sexual_harassment	active
738	Stamattina al bar vicino l’ufficio ho incontrato il mio ex, quello che non voleva una relazione seria e alla fine si è accasato con una psicopatica che sembra un travestito brutto.Ed io invece oggi so discretamente figa.E niente, grazie Gesoo.	1	discredit	active
739	@GiuliaLadyboy e davvero una grandissima pompinara come lo tratta lei il cazzo nessuna .....	1	derailing	active
740	Risultato notoConseguenza banaleOvvioMA QUELLA GRANDISSIMA PUTTANA CHE SEI	1	discredit	active
741	Che bel culone, Ale! https://t.co/NgWoSTjwyJ	1	stereotype	active
742	@giuliaRLN @AndreaNu_ E figa di legno, in quel caso dirottare immediatamente in falegnameria	1	discredit	active
743	RT @coppiakescopa: Buona domenica. Succhia amore, succhia il cazzo duro che poite lo infilo nella figa bagnata e scopiamo https://t.co/8o3X…	1	sexual_harassment	active
744	RT @pelato_luc: @Ms_feet1 zia ti sborro i piedi	1	sexual_harassment	active
745	@tuttotuo63 mmmmmmm un bel culone tutto da sbattere lo terrei nel tuo culo x ore e ore e ore e ore	1	sexual_harassment	active
746	@luinonlosa Che faccia da troia...?	1	discredit	active
747	Ma vogliamo parlare di quelle cagne di #insegnanti che fanno attraversare il gregge di alunni FUORI dalle #striscepedonali?Ma che cazzo di educazione civica insegnate?#dipendentipubblici	1	discredit	active
748	@j_gufo Maronn. Quasi peggio di culona.	1	stereotype	active
749	@carla_milf Prima ti lecco tutto e poi mi Ti inculo amoreeeeee	1	sexual_harassment	active
750	@carla_milf Ti sborro sulle tette ora	1	sexual_harassment	active
751	@SkySport @DilettaLeotta Che bocce!	1	stereotype	active
752	@carla_milf Io prima ti bacio e Lecco tutta fino a farti bagnare poi te lo metto in bocca e te la scopo forte poi ti sputo sul culo e te lo faccio rosso rosso poi te lo metto nella fica dopo che te la scopo per bene sborro dentro hummmm	1	sexual_harassment	active
753	@alanfriedmanit @AlessiaMorani @LaStampa Chissenefrega di quel puttanone di cristine lagard	1	discredit	active
754	@LeonardoBlog ma che cazzo vogliono!!!!! adesso non possiamo nemmeno minacciare di stupro una sionista! https://t.co/dzGCvte6QP	1	sexual_harassment	active
755	@FuryBionda sarà perché sei bona e tettona	1	stereotype	active
756	Che tettona esagerata ? https://t.co/PUvsXePYBy	1	stereotype	active
757	@MediasetTgcom24 Sta per iniziare la porcata più schifosa e lurida di #Merdaset, tra falliti in cerca di apparenza e la più grande incapace conduttrice della storia della tv, un insulto a tutto il genere femminile, un rifiuto umano, inetta e vergognosa #G	1	discredit	active
758	@Ipertrofia300 @patatinagiocosa Che puttanona	1	discredit	active
759	@patatinagiocosa Ti scopo io puttana	1	sexual_harassment	active
760	@fiordisale Intanto Zio Vladimir e Frau Culona si sentono al telefono e con meno schiamazzi internazionali parlano di Siria e di pacificazione della zona.	1	stereotype	active
761	@Lurid79190672 Ma taci puttana.. Stanno tornando a Verona FINITELA	1	dominance	active
762	@MAUMAU_1976 @bertagiu @greco19ema @andreabalducc79 @Caescuz @Linus2k @paul82klee @Alessio_1973 @renderman81 @widaucciu Che cazzo vuoi povera troia che non sei altro? ?	1	discredit	active
763	@tuttotuo63 woowwww......  che bella Tettona   ?	1	stereotype	active
764	@ElleMatthewsMod bella tettona mia ???????	1	stereotype	active
765	@sallyroxan non e' colpa mia  ..mi disegnano cosi diceva  quella bella tettona di Jessica ?? https://t.co/1S4y9vWFEY	1	stereotype	active
766	Porcodio che pezzo di figa cristo iddio https://t.co/ewV88kFd0H	1	stereotype	active
767	#GF15 dai si è già capito che entra la bonazza tettona vestita di nero!Ok il trash ma prenderci per scemi anche no ?	1	stereotype	active
768	Fanno entrare la tipa tettona sicuro no sto babbo natale caduto male#GF15	1	stereotype	active
769	Solo io ho la sensazione che fatalitá la mora tettona in fila riuscirá ad entrare? #GF15	1	stereotype	active
770	Abbiamo già capito che entrerà la tettona, la terza dai. #GF15	1	stereotype	active
771	Chi è questo puttanone? Politically correct #GF15	1	discredit	active
772	#GF15 Ci voleva il puttanone...	1	discredit	passive
773	E il puttanone è entrato #GF15	1	discredit	active
774	Patrizia è l'amica puttanona che voglio come amica. L'ho capito dopo nemmeno un minuto #GF15	1	discredit	active
775	Ma questo puttanone da battaglia? #GF15	1	discredit	active
776	Ooooh ma chissà come mai i due cessi ubriachi non sono entrati e la tettona scema di turno si #GF15	1	stereotype	active
777	Al disagiato di prima no alla tettona sì. Che novità #GF15 #gf #grandefratello	1	stereotype	active
778	La figa di legno ce l'abbiamo✔#GF15	1	discredit	active
779	Chi lo avrebbe mai detto che entrava sto puttanone DAVVERO INASPETTATO #GF15	1	discredit	active
780	Questo puttanone ha due anni in più di me e dimostra 30 anni #GF15	1	discredit	active
781	@paolinaB6 Pff, non si vedono, sono nascosti dietro gli occhiali, che poi pensano siano belli veramente...fai da brava culona	1	stereotype	active
782	Non solo tettona e labbra enormi, pure antipatica e figlia di papà. Sarà la prima che uscirà al televoto. #GF15	1	stereotype	active
783	Patrizia ballaNonna er puttanone entra pe' forza"Patrizia entraNonna "che t'ha detto nonna tua..."Io la sgrido.#gf15"	1	discredit	active
784	Già mi fa sul cazzo sto puttanone da sbarco ricca #GF15	1	discredit	active
785	@chasingthestars Un puttanone appunto  ????	1	discredit	active
786	#GF15 ma come fai a tradire quel pezzo di figa della senatrice	1	stereotype	active
787	@paolinaB6 ficoAhahahhahha culona (fortunata, con i baristi che non ti mandano a quel paese) https://t.co/ClVYM7hc7j	1	stereotype	active
788	@Lion18290125 @simonemodica3 Mmmmmh che bella tettona	1	stereotype	active
789	RT @abusivissimo: Leggo :Baldracca Zoccola Pompinara E altre menate varie (non me fate il discorso sul bigottismo che ve Manno affancul…	1	discredit	active
790	cara mariangela l'importante è che non indossi perizoma o altro sotto il vestito ti metto a pecorina e ti inculo https://t.co/qJYx7B1bo3	1	sexual_harassment	active
791	Al posto di Patrizia io me li farei tutti i boni, spero faccia il puttanone da combattimento, se lo può permettere. #GF15	1	discredit	active
792	@realvarriale @Paolosessanta5 E se vuoi provare il brivido dello stupro, il prossimo ' fallo' in area te lo metti su per il culo e vedi com'è"... Queste le parole conclusive dell' intervento di Crozza...lei come avrebbe risposto?"	1	sexual_harassment	active
793	Puttanone bolognese life #GF15	1	discredit	active
794	La faccia da pompinara ha fatto effetto a quanto pare! #GF15	1	discredit	active
795	Shockato. Si son tenuti la figa d'oro... #GF15	1	stereotype	active
796	Ma sto puttanone ce l'ha un nome??Non rispondete, non mi interessa davvero. ? https://t.co/Im8UrosI9t	1	discredit	active
797	@gybe_ @CloudsInClod Vabbè...e chi sarebbe sto puttanone???	1	discredit	passive
798	Tutte piatte, manco una tettona c'hanno messo #GF15	1	stereotype	passive
799	con una persona che tutti conoscono"Per forza, è un puttanone la Moric?#GF15 #GrandeFratello"	1	discredit	active
800	@chasingthestars @LeoD_Diofebo So solo che si inneggia alla solidarietà femminile solo quando fa comodo. Uno potrebbe dire lo stesso di te visto che hai la pagina di Instagram in reggiseno e body come tweet fissato. Ma ognuno fa ciò che vuole e non deve e	1	derailing	active
801	@chasingthestars Bhe non è molto coerente che tu la giudichi dato che il primo puttanone sei te	1	discredit	active
802	Patrizia mi fa venire l'orticaria. Se a tira manco avesse la figa d'oroCACCIATELA IL PRIMA POSSIBILE VI IMPLORO #GF15 https://t.co/2Ar4leLQZE	1	stereotype	active
803	@1111scihl e si gran bella figa ti scoperei subito	1	sexual_harassment	active
804	@tuttotuo63 Bel culone merita un bel po di colpi.	1	sexual_harassment	active
805	@lebimbedipatri È una pompinara! L’ha succhiato per mesi a Vacchi, si è gonfiata bene anche le labbra per spompinare tutti gli autori del GF!	1	discredit	active
806	@cyberrbaby Sta zitta troia	1	dominance	active
807	@RicoClutch sei una cagna	1	discredit	active
808	?martedì 17 aprile?-siamo entrati alla seconda-ho fumato alla ricre-ho preso 0 in spagnolo che bello-c'erano i colloqui AIUTO-io a casa mi sono fatta il mini e sticazzi vabbè come va va-è venuta la mia troia a casa a farmi compa https://t.co/VmgrDzuToN	1	discredit	active
809	@zia_milf @FaustaMilf Xhe pompinara vogliosa di cazzo ummmmm	1	stereotype	active
810	@lasupercoppia @redandlady @isabella27gin @machepiacere @KrysMauro @CPMONELLI @6minutes2 @LiveOpenMinds @SexyRamonaXXX @CoupleRt2 @coppia_giovane Gran pezzo di figa! Tette e fica stupende	1	stereotype	active
811	@SelenGhiro Se vuoi ti sbatto anche il mio nel culo troia	1	sexual_harassment	active
812	Che gran pezzo di figa!!! Stragnocchissima https://t.co/4Fsg6fPfvl	1	stereotype	active
813	@IO77717080 Io  ti apro puttana https://t.co/vofdY5r0TY	1	sexual_harassment	active
814	@Milf_Chaudasse che tettone e che bel culo	1	stereotype	active
815	Scuola elementare, bambino a mamma: stai zitta puttana, non me ne frega niente di quello che dici"Mamma zitta.beati noi senza figli che non possiamo capire."	1	dominance	active
816	@tuttotuo63 E se preferisci ti sborro in bocca o sulle tette	1	sexual_harassment	active
817	@La_Connie_ FilippinaLa parola Culona (Nina❤) FlavioSelfie infinitoCappuccino+ un bonus con Alain Delon	1	stereotype	active
818	@gybe_ Quindi lancia #puttanone e vediamo che succede. Ma chi era?	1	discredit	passive
819	@salzheimer @akaAttila Domani ti faccio sapere se sul volo mi mettono di fianco una tettona ?	1	stereotype	active
820	@Puggerissimo STAI ZITTA TROIA CHE ARRIVO IO A CONSOLARTI	1	dominance	active
821	-Vale sei la ragazza più bella che io abbia mai visto, ma dopo mia mamma, che mia mamma ha anche le tettone.	1	stereotype	active
822	@squopellediluna Ottimo rimedio anti stupro! Avremmo decine, centinaia di evirati ?	1	derailing	active
823	@DebAttanasio @alice_561 @Vincenz88948851 @UcceAnna Tutte balle...lasci stare salvini, pompinara.	1	discredit	active
824	@1111scihl Buongiorno tettona da schizzo	1	stereotype	active
825	Alessia, amica tettona scopata nel bagno turco: Alessia la conosco dei tempi del liceo, è una bellissima ragazza molto intelligente che di solito frequenta ragazzi molto più grandi di lei. Altezza media, capelli lunghi neri e mossi, occhi scuri, culetto… https://t.co/WGSZh1OkgW	1	discredit	active
826	@g_sciascia @stanzaselvaggia Direi Patrizia dalla descrizione (x descrizione intendo che dimostra 30 anni non per il puttanone)	1	discredit	active
827	@Armadillina Sei Lattitante? Modo garbato per dire tettona? ????	1	stereotype	active
828	@moglieitaliana Ti sborro anche io così ne ho tanta e bella bianca e densa	1	sexual_harassment	active
829	@SelenGhiro Ti scoperei io così troia	1	sexual_harassment	active
830	Brutta strega culona, se ti trovo per la strada ti piglio a schiaffoni io...  #chilhavisto	1	stereotype	active
831	@cpperfecta Che gran pompinara che sei Sei uno spettacolo	1	discredit	active
832	@puccipuccibaucp @rogycp6975 @redandlady @gyrocp7569 @fabioechiara @cinalex69 @Padova69Pd @CPMONELLI @Giusepp53909857 @tutto_per_lei @HelloItaly80 @Bacco_th @supervegeta34 @PatPat36100 @curvyandbadboy @LeoneTigrotta @coppia_vr @Vertigo_xxx @cpsifa2_0 @lui	1	stereotype	active
833	io veramente ti stupro https://t.co/ume4GlIn5q	1	sexual_harassment	active
834	@IO77717080 che troia che sei ti posso scopare?	1	sexual_harassment	active
835	@ibbatta Ma perché no? Vogliono che le persone con cui si rapportano su tw li trovino anche su ig ma non vogliono essere seguiti dalle puttanone che promettono sesso, da pagine inutili o dai filippini fake ??‍♀️	1	discredit	active
836	@AmandaCobello Ti sborro nel culone mamma mia che bello???	1	sexual_harassment	active
837	Wyatt dovrebbe davvero andare s limonare Charlotte, almeno Katy la smetterebbe di fare la figa di legno. #TwittamiBeautiful	1	discredit	active
838	@semprepositivo3 @MrHeisenberg78 @Beppe73774279 @Francesco00099 @giorgioz70 @diavolisempre Sì più tutto il resto. Solo di progetto, arredamenti, personale et. etc. non so come sia finita. In più, ci sono delle manovre con le due controllate che non sono v	1	stereotype	active
839	Boni, che a #delittidifamiglia se parla de un puttanone	1	discredit	active
840	@Sergio94466782 una bella culona tutta da trombare	1	sexual_harassment	active
841	@QueenKira15XXX sei una gran troia.......ti scoperei di brutto amore.....mmmmm	1	sexual_harassment	active
842	@Lion18290125 Bella bellissima puttanona mmmmmmmmmmmmmmmmmmmm	1	discredit	active
843	@CarlottaFerlito Figa di legno ahahahaha	1	discredit	active
844	@sempregeneroso @MuredduGiovanni Puttanona schifosa	1	discredit	active
845	elizabeth gillies mi sembra una puttanona ********** buongiorno	1	discredit	active
846	@LequeLyy Gli ho chiesto di uscire le foto di quella puttanona della Menchi ma non mi ha risposto quel coglione finto GuePequeno del cazzo	1	discredit	active
847	@padrezampa @giumasci Io direi che bisogna prevenire" , fare in modo che tutte quelle circostanze in cui una donna pensa all'aborto non ci siano. Rendere una donna schiava del proprio corpo, ignorarne le volontà( vi ricordo che le donne non sono uncubatri	1	derailing	passive
848	@albertzabb Esatto... Però dietro un puttanino c'è sempre un puttanone.	1	discredit	passive
849	@Max87748700 Ammazza che bella tettona mmmmmm	1	stereotype	active
850	@GDenuncio @rcavalieri223 @serracchiani Questa e’ in continuo periodo mestruale !	1	stereotype	active
851	@sherlock5stelle Lurida troia  vaffanculo	1	discredit	active
852	@poopea_pons mmmmm bella fica  ti sborro sopra!!!!!  bella	1	sexual_harassment	active
853	@SimonettaZanni @marina_negri @VR46merygoletto SALUTAMI TANTO QUELLA CULONA DEFORME DI MARINA CHE MI HA BLOCCATO MOLTO MALEDUCATAMENTE GRAZIE VECCHIAZZA	1	stereotype	active
854	@f4t_ale Ma ci sta un sacco!!! Però dovrei trovarne una abbastanza tettona credo haha cioè con la mia non-ragazza non ha il minimo senso	1	stereotype	passive
855	@LongJhon09 @SirSpakka Allora sei una tettona Olly ??	1	stereotype	active
856	@f_uccheddu @LongJhon09 Tettona è dalla 3 coppa C in su....please!!!	1	stereotype	active
857	amica tettona! https://t.co/JVyP7ayHm1	1	stereotype	active
858	pensa queste con l'amante tettona in mio onore iihhiih	1	stereotype	active
859	@Master__Kitten io una TETTONA come te  la Sogno anche la notte!!!!!  la chiaverei all infinito	1	sexual_harassment	active
860	@Saverio2119 Ecco, questa immagine rappresenta due ragazze/donne completamente opposte: una ragazza semplice e un puttanone	1	discredit	active
861	Tutta da vedere e fottere questa tettona, schizzargli sulle tette a questa porca. https://t.co/6jFUbeALim	1	sexual_harassment	active
862	@asianuccereal @Siluratrice Ma statti zitta troia	1	dominance	active
863	Tutti a picchiare la chiattona culona.#chilhavisto	1	stereotype	active
864	D A J E P O R C O  D I O!DAmato tua madre è una lurida puttana	1	discredit	active
865	Questa serva sì, che è una “culona inchiavabile”Repressa e depressaInutile e dannosa #chilhavisto	1	stereotype	active
866	@SexJay87 Ho deciso che ti stupro. Ciao	1	sexual_harassment	active
867	? maialenapoletano: sei sincronizzata al millesimo di secondo, che puttana che sei https://t.co/lidLplfoG3	1	discredit	active
868	Raccolta fondi per pagare un puttanone a Dybala. #jvtblive	1	discredit	passive
869	@Lion18290125 Sei una cagna in calore	1	discredit	active
870	sei bellissima e tettona comunque non ti biasimo https://t.co/iuEpfGVVbE	1	stereotype	active
871	@coppiahrd2 Siiiiiiii che gran pezzo di figa	1	stereotype	active
872	@Dankan2017 @mariangela681 Zoccola pompinara	1	discredit	active
873	@clubdelletroie Buonsnotte, bella tettona!!!!??	1	stereotype	active
